times
-2.5327277783141082
-2.1219825803540426
-2.6878468023710504
-1.6305698912493618
-1.9383870867295983
-1.5000274861117546
-2.4306806292566203
-2.264875389022047
-2.2541853757259345
-2.321571612814267
-1.7859849864053474
-1.9563743014101176
-2.304048622996018
-2.0480985352547796
-2.762428567282341
-2.1128257437886107
-1.6722016321039312
-2.1720644479889124
-1.9990268235082622
-2.165802550925304
0.0
0.07944202423095703
0.1992359161376953
0.26726317405700684
0.46308112144470215
0.6070170402526855
0.8301410675048828
0.9181180000305176
1.021960973739624
0.0
0.10495901107788086
0.2030782699584961
0.3707101345062256
0.512080192565918
0.6119339466094971
0.7409138679504395
0.8040521144866943
0.92494797706604
1.112781047821045
1.2267231941223145
1.3621902465820312
1.4768481254577637
1.021960973739624
1.4768481254577637
