times
-2.3855961022853034
-2.2666885386416737
-2.14854163915629
-1.8150859352101627
-2.1051052753749424
-1.2829429653587747
-2.631492857604475
-2.295103915351286
-2.266562040064614
-2.577599655727513
-1.7829289255186576
-1.3316998468026735
-2.1371976952375427
-2.235244077420427
-2.2361717378205532
-2.15313027846402
-1.7603360565573307
-2.036980875866619
-2.3385120954424816
-2.1509378056197686
0.0
0.09203410148620605
0.19568896293640137
0.31234312057495117
0.47516703605651855
0.5969998836517334
0.8742201328277588
0.9461910724639893
1.0469419956207275
0.0
0.1036679744720459
0.17962408065795898
0.34776902198791504
0.6117970943450928
0.7297821044921875
0.8367481231689453
0.9436149597167969
1.0597350597381592
1.231722116470337
1.3621439933776855
1.4586150646209717
1.5749900341033936
1.0469419956207275
1.5749900341033936
