times
-2.317984254210688
-2.1605120435373966
-2.6208103260121907
-1.8017060044646471
-2.2439029154399766
-1.4293221318756173
-2.2969514252919856
-2.4078008725581777
-2.4757145980332385
-2.2728997100723882
-2.0011110440061026
-1.8646211058131106
-2.38743448823911
-2.0951647098531123
-2.000858874331608
-2.3042563725320155
-1.8862998533905897
-2.0389736137400054
-2.1028260921573287
-2.2263281466412628
0.0
0.09847187995910645
0.21373796463012695
0.2864818572998047
0.45149898529052734
0.5575428009033203
0.7970139980316162
0.8975789546966553
0.9875919818878174
0.0
0.08410286903381348
0.18711590766906738
0.32230091094970703
0.47725582122802734
0.5691208839416504
0.6921708583831787
0.8273899555206299
0.9272229671478271
1.0788547992706299
1.209017038345337
1.3311278820037842
1.439051866531372
0.9875919818878174
1.439051866531372
